Ticker,Name,Sector,Asset Class,As of Date,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,2024-01-31,"99,877,128.78",0.92,"99,877,128.78","1,012,234.00",98.67,Canada,Toronto Stock Exchange,CAD,1,CAD
FTS,FORTIS INC,Utilities,Equity,2024-01-31,"94,831,806.12",0.87,"94,831,806.12","1,758,098.00",53.94,Canada,Toronto Stock Exchange,CAD,1,CAD
PPL,PEMBINA PIPELINE CORP,Energy,Equity,2024-01-31,"91,544,867.04",0.84,"91,544,867.04","1,976,784.00",46.31,Canada,Toronto Stock Exchange,CAD,1,CAD
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,2024-01-31,"89,287,255.86",0.82,"89,287,255.86","1,659,306.00",53.81,Canada,Toronto Stock Exchange,CAD,1,CAD
WSP,WSP GLOBAL INC,Industrials,Equity,2024-01-31,"88,599,035.80",0.82,"88,599,035.80","448,580.00",197.51,Canada,Toronto Stock Exchange,CAD,1,CAD
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,2024-01-31,"83,970,633.60",0.77,"83,970,633.60","1,337,112.00",62.8,Canada,Toronto Stock Exchange,CAD,1,CAD
POW,POWER CORPORATION OF CANADA,Financials,Equity,2024-01-31,"78,103,749.69",0.72,"78,103,749.69","1,992,951.00",39.19,Canada,Toronto Stock Exchange,CAD,1,CAD
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,2024-01-31,"73,269,854.64",0.68,"73,269,854.64","958,904.00",76.41,Canada,Toronto Stock Exchange,CAD,1,CAD
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,2024-01-31,"71,455,659.70",0.66,"71,455,659.70","531,862.00",134.35,Canada,Toronto Stock Exchange,CAD,1,CAD
BIP.UN,BROOKFIELD INFRASTRUCTURE PARTNERS,Utilities,Equity,2024-01-31,"69,943,320.85",0.64,"69,943,320.85","1,663,337.00",42.05,Bermuda,Toronto Stock Exchange,CAD,1,CAD
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,2024-01-31,"67,399,413.12",0.62,"67,399,413.12","1,246,752.00",54.06,Canada,Toronto Stock Exchange,CAD,1,CAD
TOU,TOURMALINE OIL CORP,Energy,Equity,2024-01-31,"67,067,196.85",0.62,"67,067,196.85","1,153,745.00",58.13,Canada,Toronto Stock Exchange,CAD,1,CAD
MRU,METRO INC,Consumer Staples,Equity,2024-01-31,"58,214,655.33",0.54,"58,214,655.33","824,687.00",70.59,Canada,Toronto Stock Exchange,CAD,1,CAD
OTEX,OPEN TEXT CORP,Information Technology,Equity,2024-01-31,"57,235,309.56",0.53,"57,235,309.56","976,212.00",58.63,Canada,Toronto Stock Exchange,CAD,1,CAD
TFII,TFI INTERNATIONAL INC,Industrials,Equity,2024-01-31,"51,106,875.74",0.47,"51,106,875.74","289,246.00",176.69,Canada,Toronto Stock Exchange,CAD,1,CAD
EMA,EMERA INC,Utilities,Equity,2024-01-31,"46,905,150.19",0.43,"46,905,150.19","987,269.00",47.51,Canada,Toronto Stock Exchange,CAD,1,CAD
H,HYDRO ONE LTD,Utilities,Equity,2024-01-31,"45,570,189.00",0.42,"45,570,189.00","1,142,110.00",39.9,Canada,Toronto Stock Exchange,CAD,1,CAD
ARX,ARC RESOURCES LTD,Energy,Equity,2024-01-31,"45,377,627.04",0.42,"45,377,627.04","2,173,258.00",20.88,Canada,Toronto Stock Exchange,CAD,1,CAD
IMO,IMPERIAL OIL LTD,Energy,Equity,2024-01-31,"44,868,801.45",0.41,"44,868,801.45","578,579.00",77.55,Canada,Toronto Stock Exchange,CAD,1,CAD
GWO,GREAT WEST LIFECO INC,Financials,Equity,2024-01-31,"43,685,788.08",0.4,"43,685,788.08","973,391.00",44.88,Canada,Toronto Stock Exchange,CAD,1,CAD
STN,STANTEC INC,Industrials,Equity,2024-01-31,"43,143,617.01",0.4,"43,143,617.01","399,367.00",108.03,Canada,Toronto Stock Exchange,CAD,1,CAD
WN,GEORGE WESTON LTD,Consumer Staples,Equity,2024-01-31,"36,840,805.80",0.34,"36,840,805.80","215,066.00",171.3,Canada,Toronto Stock Exchange,CAD,1,CAD
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,2024-01-31,"36,033,856.56",0.33,"36,033,856.56","306,098.00",117.72,Canada,Toronto Stock Exchange,CAD,1,CAD
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,2024-01-31,"34,909,598.72",0.32,"34,909,598.72","296,447.00",117.76,Canada,Toronto Stock Exchange,CAD,1,CAD
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,2024-01-31,"33,266,956.80",0.31,"33,266,956.80","147,840.00",225.02,Canada,Toronto Stock Exchange,CAD,1,CAD
X,TMX GROUP LTD,Financials,Equity,2024-01-31,"33,241,887.00",0.31,"33,241,887.00","999,756.00",33.25,Canada,Toronto Stock Exchange,CAD,1,CAD
IAG,IA FINANCIAL INC,Financials,Equity,2024-01-31,"33,217,593.40",0.31,"33,217,593.40","363,431.00",91.4,Canada,Toronto Stock Exchange,CAD,1,CAD
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,2024-01-31,"32,989,182.40",0.3,"32,989,182.40","722,180.00",45.68,Canada,Toronto Stock Exchange,CAD,1,CAD
K,KINROSS GOLD CORP,Materials,Equity,2024-01-31,"32,701,100.64",0.3,"32,701,100.64","4,413,104.00",7.41,Canada,Toronto Stock Exchange,CAD,1,CAD
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Equity,2024-01-31,"31,776,063.48",0.29,"31,776,063.48","1,401,061.00",22.68,Canada,Toronto Stock Exchange,CAD,1,CAD
CAE,CAE INC,Industrials,Equity,2024-01-31,"30,859,768.92",0.28,"30,859,768.92","1,146,351.00",26.92,Canada,Toronto Stock Exchange,CAD,1,CAD
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,2024-01-31,"29,921,490.48",0.28,"29,921,490.48","520,012.00",57.54,Canada,Toronto Stock Exchange,CAD,1,CAD
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,2024-01-31,"29,119,343.18",0.27,"29,119,343.18","2,063,738.00",14.11,Canada,Toronto Stock Exchange,CAD,1,CAD
ALA,ALTAGAS LTD,Utilities,Equity,2024-01-31,"28,323,719.45",0.26,"28,323,719.45","1,013,371.00",27.95,Canada,Toronto Stock Exchange,CAD,1,CAD
ATRL,SNC LAVALIN INC,Industrials,Equity,2024-01-31,"28,160,546.96",0.26,"28,160,546.96","631,544.00",44.59,Canada,Toronto Stock Exchange,CAD,1,CAD
CAR.UN,CANADIAN APARTMENT PROPERTIES REAL,Real Estate,Equity,2024-01-31,"28,105,934.09",0.26,"28,105,934.09","602,227.00",46.67,Canada,Toronto Stock Exchange,CAD,1,CAD
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Equity,2024-01-31,"27,525,247.20",0.25,"27,525,247.20","619,938.00",44.4,Canada,Toronto Stock Exchange,CAD,1,CAD
BEP.UN,BROOKFIELD RENEWABLE PARTNERS NON,Utilities,Equity,2024-01-31,"27,073,705.26",0.25,"27,073,705.26","776,641.00",34.86,Bermuda,Toronto Stock Exchange,CAD,1,CAD
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,2024-01-31,"26,851,052.90",0.25,"26,851,052.90","187,901.00",142.9,Canada,Toronto Stock Exchange,CAD,1,CAD
KEY,KEYERA CORP,Energy,Equity,2024-01-31,"26,807,341.68",0.25,"26,807,341.68","824,334.00",32.52,Canada,Toronto Stock Exchange,CAD,1,CAD
LUN,LUNDIN MINING CORP,Materials,Equity,2024-01-31,"26,001,595.26",0.24,"26,001,595.26","2,368,087.00",10.98,Canada,Toronto Stock Exchange,CAD,1,CAD
MEG,MEG ENERGY CORP,Energy,Equity,2024-01-31,"25,775,930.84",0.24,"25,775,930.84","1,014,002.00",25.42,Canada,Toronto Stock Exchange,CAD,1,CAD
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,2024-01-31,"24,692,580.40",0.23,"24,692,580.40","2,023,982.00",12.2,Canada,Toronto Stock Exchange,CAD,1,CAD
SAP,SAPUTO INC,Consumer Staples,Equity,2024-01-31,"24,466,254.12",0.23,"24,466,254.12","882,621.00",27.72,Canada,Toronto Stock Exchange,CAD,1,CAD
ONEX,ONEX CORP,Financials,Equity,2024-01-31,"23,989,290.39",0.22,"23,989,290.39","241,657.00",99.27,Canada,Toronto Stock Exchange,CAD,1,CAD
PAAS,PAN AMERICAN SILVER CORP,Materials,Equity,2024-01-31,"23,796,882.20",0.22,"23,796,882.20","1,307,521.00",18.2,Canada,Toronto Stock Exchange,CAD,1,CAD
AGI,ALAMOS GOLD INC CLASS A,Materials,Equity,2024-01-31,"23,211,210.00",0.21,"23,211,210.00","1,425,750.00",16.28,Canada,Toronto Stock Exchange,CAD,1,CAD
CAD,CAD CASH,Cash and/or Derivatives,Cash,2024-01-31,"23,188,072.32",0.21,"23,188,072.32","23,188,072.00",100,Canada,,CAD,1,CAD
PKI,PARKLAND CORP,Energy,Equity,2024-01-31,"22,967,206.84",0.21,"22,967,206.84","500,593.00",45.88,Canada,Toronto Stock Exchange,CAD,1,CAD
NPI,NORTHLAND POWER INC,Utilities,Equity,2024-01-31,"22,605,185.40",0.21,"22,605,185.40","913,710.00",24.74,Canada,Toronto Stock Exchange,CAD,1,CAD
BYD,BOYD GROUP INCOME INC,Industrials,Equity,2024-01-31,"22,342,199.72",0.21,"22,342,199.72","77,314.00",288.98,Canada,Toronto Stock Exchange,CAD,1,CAD
WFG,WEST FRASER TIMBER LTD,Materials,Equity,2024-01-31,"22,207,665.93",0.2,"22,207,665.93","207,723.00",106.91,Canada,Toronto Stock Exchange,CAD,1,CAD
CIGI,COLLIERS INTERNATIONAL GROUP SUBOR,Real Estate,Equity,2024-01-31,"22,180,496.26",0.2,"22,180,496.26","140,543.00",157.82,Canada,Toronto Stock Exchange,CAD,1,CAD
AC,AIR CANADA VOTING AND VARIABLE VOT,Industrials,Equity,2024-01-31,"22,138,575.40",0.2,"22,138,575.40","1,215,070.00",18.22,Canada,Toronto Stock Exchange,CAD,1,CAD
FTT,FINNING INTERNATIONAL INC,Industrials,Equity,2024-01-31,"20,335,533.30",0.19,"20,335,533.30","522,630.00",38.91,Canada,Toronto Stock Exchange,CAD,1,CAD
CLS,CELESTICA INC,Information Technology,Equity,2024-01-31,"19,851,631.16",0.18,"19,851,631.16","429,596.00",46.21,Canada,Toronto Stock Exchange,CAD,1,CAD
AQN,ALGONQUIN POWER UTILITIES CORP,Utilities,Equity,2024-01-31,"19,817,859.29",0.18,"19,817,859.29","2,486,557.00",7.97,Canada,Toronto Stock Exchange,CAD,1,CAD
REI.UN,RIOCAN REAL ESTATE INVESTMENT TRUS,Real Estate,Equity,2024-01-31,"19,685,380.68",0.18,"19,685,380.68","1,076,292.00",18.29,Canada,Toronto Stock Exchange,CAD,1,CAD
WCP,WHITECAP RESOURCES INC,Energy,Equity,2024-01-31,"18,994,388.10",0.18,"18,994,388.10","2,183,263.00",8.7,Canada,Toronto Stock Exchange,CAD,1,CAD
EMP.A,EMPIRE LTD CLASS A,Consumer Staples,Equity,2024-01-31,"18,975,606.00",0.17,"18,975,606.00","544,650.00",34.84,Canada,Toronto Stock Exchange,CAD,1,CAD
CPG,CRESCENT POINT ENERGY CORP,Energy,Equity,2024-01-31,"18,308,208.15",0.17,"18,308,208.15","2,087,595.00",8.77,Canada,Toronto Stock Exchange,CAD,1,CAD
QBR.B,QUEBECOR INC CLASS B,Communication,Equity,2024-01-31,"18,087,344.31",0.17,"18,087,344.31","553,299.00",32.69,Canada,Toronto Stock Exchange,CAD,1,CAD
BTO,B2GOLD CORP,Materials,Equity,2024-01-31,"17,515,117.50",0.16,"17,515,117.50","4,670,698.00",3.75,Canada,Toronto Stock Exchange,CAD,1,CAD
PSK,PRAIRIESKY ROYALTY LTD,Energy,Equity,2024-01-31,"16,929,328.60",0.16,"16,929,328.60","763,270.00",22.18,Canada,Toronto Stock Exchange,CAD,1,CAD
KXS,KINAXIS INC,Information Technology,Equity,2024-01-31,"16,838,110.84",0.16,"16,838,110.84","102,847.00",163.72,Canada,Toronto Stock Exchange,CAD,1,CAD
GRT.UN,GRANITE REAL ESTATE INVESTMENT STA,Real Estate,Equity,2024-01-31,"16,582,776.07",0.15,"16,582,776.07","228,949.00",72.43,Canada,Toronto Stock Exchange,CAD,1,CAD
ATS,ATS CORP,Industrials,Equity,2024-01-31,"16,566,158.07",0.15,"16,566,158.07","288,057.00",57.51,Canada,Toronto Stock Exchange,CAD,1,CAD
NXE,NEXGEN ENERGY LTD,Energy,Equity,2024-01-31,"16,265,749.70",0.15,"16,265,749.70","1,579,199.00",10.3,Canada,Toronto Stock Exchange,CAD,1,CAD
CPX,CAPITAL POWER CORP,Utilities,Equity,2024-01-31,"15,632,860.32",0.14,"15,632,860.32","422,967.00",36.96,Canada,Toronto Stock Exchange,CAD,1,CAD
BBD.B,BOMBARDIER INC CLASS B,Industrials,Equity,2024-01-31,"15,524,696.39",0.14,"15,524,696.39","312,431.00",49.69,Canada,Toronto Stock Exchange,CAD,1,CAD
ERF,ENERPLUS CORP,Energy,Equity,2024-01-31,"14,652,200.00",0.14,"14,652,200.00","750,625.00",19.52,Canada,Toronto Stock Exchange,CAD,1,CAD
MX,METHANEX CORP,Materials,Equity,2024-01-31,"14,436,327.18",0.13,"14,436,327.18","242,139.00",59.62,Canada,Toronto Stock Exchange,CAD,1,CAD
SJ,STELLA JONES INC,Materials,Equity,2024-01-31,"14,233,046.68",0.13,"14,233,046.68","178,942.00",79.54,Canada,Toronto Stock Exchange,CAD,1,CAD
TCN,TRICON RESIDENTIAL INC,Real Estate,Equity,2024-01-31,"13,819,559.20",0.13,"13,819,559.20","933,754.00",14.8,Canada,Toronto Stock Exchange,CAD,1,CAD
CHP.UN,CHOICE PROPERTIES REAL ESTATE INVE,Real Estate,Equity,2024-01-31,"13,752,657.36",0.13,"13,752,657.36","979,534.00",14.04,Canada,Toronto Stock Exchange,CAD,1,CAD
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,2024-01-31,"13,332,291.28",0.12,"13,332,291.28","435,127.00",30.64,Canada,Toronto Stock Exchange,CAD,1,CAD
DIR.UN,DREAM Industrials REAL ESTATE INVES,Real Estate,Equity,2024-01-31,"13,145,654.94",0.12,"13,145,654.94","979,557.00",13.42,Canada,Toronto Stock Exchange,CAD,1,CAD
OR,OSISKO GOLD ROYALTIES LTD,Materials,Equity,2024-01-31,"13,031,424.72",0.12,"13,031,424.72","665,208.00",19.59,Canada,Toronto Stock Exchange,CAD,1,CAD
GEI,GIBSON ENERGY INC,Energy,Equity,2024-01-31,"12,492,381.04",0.12,"12,492,381.04","582,124.00",21.46,Canada,Toronto Stock Exchange,CAD,1,CAD
PBH,PREMIUM BRANDS HOLDINGS CORP,Consumer Staples,Equity,2024-01-31,"12,240,097.41",0.11,"12,240,097.41","133,059.00",91.99,Canada,Toronto Stock Exchange,CAD,1,CAD
LSPD,LIGHTSPEED COMMERCE INC,Information Technology,Equity,2024-01-31,"12,217,783.74",0.11,"12,217,783.74","492,454.00",24.81,Canada,Toronto Stock Exchange,CAD,1,CAD
FCR.UN,FIRST CAPITAL REALTY REAL ESTATE I,Real Estate,Equity,2024-01-31,"12,097,606.47",0.11,"12,097,606.47","765,187.00",15.81,Canada,Toronto Stock Exchange,CAD,1,CAD
ELD,ELDORADO GOLD CORP,Materials,Equity,2024-01-31,"12,095,289.53",0.11,"12,095,289.53","736,171.00",16.43,Canada,Toronto Stock Exchange,CAD,1,CAD
SRU.UN,SMARTCENTRES RL ESTATE INVESTMENT,Real Estate,Equity,2024-01-31,"11,409,565.50",0.11,"11,409,565.50","462,675.00",24.66,Canada,Toronto Stock Exchange,CAD,1,CAD
PRMW,PRIMO WATER CORP,Consumer Staples,Equity,2024-01-31,"11,364,080.58",0.1,"11,364,080.58","579,209.00",19.62,Canada,Toronto Stock Exchange,CAD,1,CAD
DFY,DEFINITY FINANCIAL CORP,Financials,Equity,2024-01-31,"11,267,146.80",0.1,"11,267,146.80","288,015.00",39.12,Canada,Toronto Stock Exchange,CAD,1,CAD
BHC,BAUSCH HEALTH COMPANIES INC,Health Care,Equity,2024-01-31,"11,222,359.60",0.1,"11,222,359.60","1,064,740.00",10.54,Canada,Toronto Stock Exchange,CAD,1,CAD
ATZ,ARITZIA SUBORDINATE VOTING INC,Consumer Discretionary,Equity,2024-01-31,"10,647,399.39",0.1,"10,647,399.39","325,509.00",32.71,Canada,Toronto Stock Exchange,CAD,1,CAD
IGM,IGM FINANCIAL INC,Financials,Equity,2024-01-31,"10,614,584.50",0.1,"10,614,584.50","291,850.00",36.37,Canada,Toronto Stock Exchange,CAD,1,CAD
BLX,BORALEX INC CLASS A,Utilities,Equity,2024-01-31,"10,424,785.65",0.1,"10,424,785.65","321,455.00",32.43,Canada,Toronto Stock Exchange,CAD,1,CAD
BTE,BAYTEX ENERGY CORP,Energy,Equity,2024-01-31,"10,396,591.73",0.1,"10,396,591.73","2,434,799.00",4.27,Canada,Toronto Stock Exchange,CAD,1,CAD
DOO,BRP SUBORDINATE VOTING INC,Consumer Discretionary,Equity,2024-01-31,"10,358,709.48",0.1,"10,358,709.48","122,097.00",84.84,Canada,Toronto Stock Exchange,CAD,1,CAD
CSH.UN,CHARTWELL RETIREMENT RESIDENCES RE,Health Care,Equity,2024-01-31,"10,324,409.15",0.1,"10,324,409.15","861,085.00",11.99,Canada,Toronto Stock Exchange,CAD,1,CAD
CWB,CANADIAN WESTERN BANK,Financials,Equity,2024-01-31,"10,268,066.97",0.09,"10,268,066.97","346,777.00",29.61,Canada,Toronto Stock Exchange,CAD,1,CAD
BEI.UN,BOARDWALK REAL ESTATE INVESTMENT T,Real Estate,Equity,2024-01-31,"10,076,537.40",0.09,"10,076,537.40","144,363.00",69.8,Canada,Toronto Stock Exchange,CAD,1,CAD
ACO.X,ATCO LTD CLASS I,Utilities,Equity,2024-01-31,"9,958,886.40",0.09,"9,958,886.40","264,864.00",37.6,Canada,Toronto Stock Exchange,CAD,1,CAD
CS,CAPSTONE COPPER CORP,Materials,Equity,2024-01-31,"9,959,180.96",0.09,"9,959,180.96","1,504,408.00",6.62,Canada,Toronto Stock Exchange,CAD,1,CAD
RUS,RUSSEL METALS INC,Industrials,Equity,2024-01-31,"9,618,938.94",0.09,"9,618,938.94","218,166.00",44.09,Canada,Toronto Stock Exchange,CAD,1,CAD
HBM,HUDBAY MINERALS INC,Materials,Equity,2024-01-31,"9,426,363.12",0.09,"9,426,363.12","1,261,896.00",7.47,Canada,Toronto Stock Exchange,CAD,1,CAD
LNR,LINAMAR CORP,Consumer Discretionary,Equity,2024-01-31,"9,335,609.15",0.09,"9,335,609.15","146,395.00",63.77,Canada,Toronto Stock Exchange,CAD,1,CAD
HR.UN,H&R REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,2024-01-31,"9,321,320.95",0.09,"9,321,320.95","946,327.00",9.85,Canada,Toronto Stock Exchange,CAD,1,CAD
SSRM,SSR MINING INC,Materials,Equity,2024-01-31,"9,306,659.81",0.09,"9,306,659.81","734,543.00",12.67,Canada,Toronto Stock Exchange,CAD,1,CAD
TA,TRANSALTA CORP,Utilities,Equity,2024-01-31,"9,044,164.66",0.08,"9,044,164.66","928,559.00",9.74,Canada,Toronto Stock Exchange,CAD,1,CAD
PEY,PEYTO EXPLORATION & DEVELOPMENT CO,Energy,Equity,2024-01-31,"9,018,585.74",0.08,"9,018,585.74","695,342.00",12.97,Canada,Toronto Stock Exchange,CAD,1,CAD
AP.UN,ALLIED PROPERTIES REAL ESTATE INVT,Real Estate,Equity,2024-01-31,"8,966,258.24",0.08,"8,966,258.24","459,337.00",19.52,Canada,Toronto Stock Exchange,CAD,1,CAD
ATH,ATHABASCA OIL CORP,Energy,Equity,2024-01-31,"8,937,045.18",0.08,"8,937,045.18","2,059,227.00",4.34,Canada,Toronto Stock Exchange,CAD,1,CAD
EQB,EQB INC,Financials,Equity,2024-01-31,"8,899,648.00",0.08,"8,899,648.00","96,400.00",92.32,Canada,Toronto Stock Exchange,CAD,1,CAD
SES,SECURE ENERGY SERVICES INC,Energy,Equity,2024-01-31,"8,719,239.17",0.08,"8,719,239.17","845,707.00",10.31,Canada,Toronto Stock Exchange,CAD,1,CAD
VET,VERMILION ENERGY INC,Energy,Equity,2024-01-31,"8,543,461.35",0.08,"8,543,461.35","591,243.00",14.45,Canada,Toronto Stock Exchange,CAD,1,CAD
PXT,PAREX RESOURCES INC,Energy,Equity,2024-01-31,"8,414,146.44",0.08,"8,414,146.44","377,994.00",22.26,Canada,Toronto Stock Exchange,CAD,1,CAD
DML,DENISON MINES CORP,Energy,Equity,2024-01-31,"8,031,941.10",0.07,"8,031,941.10","2,974,793.00",2.7,Canada,Toronto Stock Exchange,CAD,1,CAD
RCH,RICHELIEU HARDWARE LTD,Industrials,Equity,2024-01-31,"8,004,173.06",0.07,"8,004,173.06","184,343.00",43.42,Canada,Toronto Stock Exchange,CAD,1,CAD
CIX,CI FINANCIAL CORP,Financials,Equity,2024-01-31,"8,000,936.80",0.07,"8,000,936.80","487,862.00",16.4,Canada,Toronto Stock Exchange,CAD,1,CAD
